0.620240409752	A	A	1
0.0606246218164	A	A	1
0.182321556794	A	A	1
0.154150679827	A	A	1
0.24294617861	C	D	0
0.308301359655	C	D	0
0.0606246218164	C	D	0
0.620240409752	C	D	0
0.729514824731	B	B	1
1.76537271405	B	B	1
0.308301359655	B	B	1
1.4776906416	B	B	1
0.171850256927	B	A	0
0.171850256927	B	A	0
0.171850256927	B	A	0
0.171850256927	B	A	0
0.0831339002432	C	C	1
0.287682072452	C	C	1
0.431440594511	C	C	1
0.0831339002432	C	C	1
0.0259754864033	D	D	1
0.0259754864033	D	D	1
0.0831339002432	D	D	1
0.452946799732	D	D	1
0.164621979695	D	D	1
0.164621979695	D	D	1
0.164621979695	D	D	1
0.831793673851	D	D	1
0.543450851082	A	A	1
0.137985742974	A	A	1
0.137985742974	A	A	1
0.137985742974	A	A	1
0.251314428281	A	D	0
0.182321556794	A	D	0
0.246860077932	A	D	0
0.287682072452	A	D	0
0.498174506212	C	B	0
0.59028979512	C	B	0
0.334901144389	C	B	0
0.287682072452	C	B	0
0.251314428281	D	A	0
0.182321556794	D	A	0
0.182321556794	D	A	0
0.246860077932	D	A	0
0.287682072452	D	D	1
0.251314428281	D	D	1
0.498174506212	D	D	1
0.59028979512	D	D	1
1.11818192036	A	A	1
0.928805231518	A	A	1
0.977595395688	A	A	1
0.939725121632	A	A	1
0.628456468636	B	B	1
1.77601111226	B	B	1
0.76198786126	B	B	1
0.495077266798	B	B	1
1.29640006557	C	C	1
1.73973544773	C	C	1
1.76640369482	C	C	1
0.69314718056	C	C	1
0.746483674724	B	A	0
0.474549959241	B	A	0
0.507591766442	B	A	0
0.746483674724	B	A	0
0.69314718056	B	A	0
0.470003629246	B	A	0
0.0645385211376	B	A	0
0.0645385211376	B	A	0
0.810930216216	B	B	1
1.21639532432	B	B	1
0.405465108108	B	B	1
0.405465108108	B	B	1
0.182321556794	B	B	1
1.38629436112	B	B	1
0.182321556794	B	B	1
0.182321556794	B	B	1
0.182321556794	C	C	1
0.182321556794	C	C	1
0.356674943939	C	C	1
0.182321556794	C	C	1
0.425667815426	A	A	1
0.387446602605	A	A	1
0.387446602605	A	A	1
0.387446602605	A	A	1
0.205311075019	C	B	0
0.274303946506	C	B	0
0.205311075019	C	B	0
0.274303946506	C	B	0
0.205311075019	D	D	1
0.274303946506	D	D	1
0.274303946506	D	D	1
1.01624129123	D	D	1
0.762140052047	B	B	1
0.783646257268	B	B	1
0.762140052047	B	B	1
0.762140052047	B	B	1
0.182321556794	B	A	0
0.182321556794	B	A	0
0.182321556794	B	A	0
0.182321556794	B	A	0
0.292136422801	B	B	1
1.13943428319	B	B	1
0.292136422801	B	B	1
0.810930216216	B	B	1
0.223143551314	B	C	0
0.0	B	C	0
0.69314718056	B	C	0
0.405465108108	B	C	0
0.223143551314	D	C	0
0.223143551314	D	C	0
0.446287102628	D	C	0
0.250542525502	D	C	0
0.1370986283	A	D	0
0.186180846132	A	D	0
0.0969852673276	A	D	0
0.271338654472	A	D	0
0.311779624031	D	D	1
0.311779624031	D	D	1
0.311779624031	D	D	1
0.534923175345	D	D	1
0.281491025936	B	A	0
0.281491025936	B	A	0
0.281491025936	B	A	0
0.281491025936	B	A	0
0.33587717561	B	B	1
0.76169649471	B	B	1
0.741342283718	B	B	1
0.291692865464	B	B	1
0.206419108373	C	C	1
0.182321556794	C	C	1
0.364643113588	C	C	1
0.182321556794	C	C	1
0.875468737354	C	C	1
0.875468737354	C	C	1
0.962480114344	C	C	1
0.875468737354	C	C	1
0.451654490578	C	B	0
0.605805170405	C	B	0
0.451654490578	C	B	0
0.374693449441	C	B	0
0.429562659687	C	A	0
0.429562659687	C	A	0
0.429562659687	C	A	0
0.429562659687	C	A	0
0.563094052312	D	C	0
0.429562659687	D	C	0
0.875468737354	D	C	0
0.627632573449	D	C	0
0.30010459245	B	D	0
0.182321556794	B	D	0
0.182321556794	B	D	0
0.470003629246	B	D	0
0.405465108108	C	B	0
0.470003629246	C	B	0
0.405465108108	C	B	0
0.405465108108	C	B	0
0.667829372576	D	D	1
0.707050085729	D	D	1
0.771588606867	D	D	1
1.17705371497	D	D	1
0.980829253012	C	C	1
0.980829253012	C	C	1
1.48857321024	C	C	1
0.980829253012	C	C	1
1.60817045301	A	A	1
0.575364144904	A	A	1
1.26851132546	A	A	1
0.980829253012	A	A	1
0.980829253012	C	B	0
0.980829253012	C	B	0
0.133531392625	C	B	0
0.980829253012	C	B	0
1.79175946923	D	B	0
1.93486031287	D	B	0
1.79175946923	D	B	0
1.79175946923	D	B	0
0.104084191298	A	D	0
0.104084191298	A	D	0
0.104084191298	A	D	0
0.679448336202	A	D	0
0.0571584138399	D	A	0
0.0	D	A	0
0.0	D	A	0
0.0571584138399	D	A	0
0.405465108108	C	C	1
0.456758402496	C	C	1
0.535320724999	C	C	1
0.446287102628	C	C	1
0.932039088842	C	A	0
0.826678573184	C	A	0
0.932039088842	C	A	0
0.932039088842	C	A	0
0.0186921330122	B	B	1
0.190620359609	B	B	1
0.0186921330122	B	B	1
0.0186921330122	B	B	1
0.304622672425	D	D	1
0.277631736598	D	D	1
0.277631736598	D	D	1
0.69314718056	D	D	1
0.426186430921	D	B	0
0.788457360364	D	B	0
0.413763910923	D	B	0
0.426186430921	D	B	0
0.209312492621	C	B	0
0.304622672425	C	B	0
0.304622672425	C	B	0
0.285930539413	C	B	0
0.536395719033	C	B	0
0.875468737354	C	B	0
0.402864326408	C	B	0
0.536395719033	C	B	0
0.421213465076	D	B	0
0.826678573184	D	B	0
0.490206336563	D	B	0
0.421213465076	D	B	0
0.826678573184	B	B	1
2.01800025996	B	B	1
0.826678573184	B	B	1
